id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street_is_pave,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,has_central_air,electrical,first_flr_sf,second_fl_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,three_ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,age_at_sale,age_of_remod,sale_time_to_recession,garage_age,garage_age_1_or_less,garage_age_2_5,garage_age_6_10,garage_age_11_19,garage_age_20_31,garage_age_32_40,garage_age_41_49,garage_age_50_59,garage_age_60_91,garage_age_over_92,no_garage,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,bldg_type_d_1Fam,bldg_type_d_2fmCon,bldg_type_d_Duplex,bldg_type_d_Twnhs,bldg_type_d_TwnhsE,house_style_d_1.5Fin,house_style_d_1.5Unf,house_style_d_1Story,house_style_d_2.5Fin,house_style_d_2.5Unf,house_style_d_2Story,house_style_d_SFoyer,house_style_d_SLvl,nhood_med_abv_230759,nhood_med_194280_230759,nhood_med_168610_194280,nhood_med_136516_168610,nhood_med_115650_136516,nhood_med_below_115650,foundation_d_BrkTil,foundation_d_CBlock,foundation_d_PConc,foundation_d_Slab,foundation_d_Stone,foundation_d_Wood,fireplace_qu_d_Ex,fireplace_qu_d_Fa,fireplace_qu_d_Gd,fireplace_qu_d_NA,fireplace_qu_d_Po,fireplace_qu_d_TA,heating_qc_d_Ex,heating_qc_d_Fa,heating_qc_d_Gd,heating_qc_d_TA,electrical_d_FuseA,electrical_d_FuseF,electrical_d_FuseP,electrical_d_Mix,electrical_d_SBrkr,garage_type_d_2Types,garage_type_d_Attchd,garage_type_d_Basment,garage_type_d_BuiltIn,garage_type_d_CarPort,garage_type_d_Detchd,garage_type_d_NA,misc_feature_d_Gar2,misc_feature_d_NA,misc_feature_d_Othr,misc_feature_d_Shed,misc_feature_d_TenC,is_1_story,is_1_hf_story,is_2_story,is_2_hf_story,is_split_multi,is_duplex,is_pud,is_2_fm_conv,is_pre_war,is_post_war,has_finished_attic,sale_type_d_COD,sale_type_d_CWD,sale_type_d_Con,sale_type_d_ConLD,sale_type_d_ConLI,sale_type_d_ConLw,sale_type_d_New,sale_type_d_Oth,sale_type_d_WD ,exterior_1st_d_AsbShng,exterior_1st_d_AsphShn,exterior_1st_d_BrkComm,exterior_1st_d_BrkFace,exterior_1st_d_CBlock,exterior_1st_d_CemntBd,exterior_1st_d_HdBoard,exterior_1st_d_ImStucc,exterior_1st_d_MetalSd,exterior_1st_d_Plywood,exterior_1st_d_Stone,exterior_1st_d_Stucco,exterior_1st_d_VinylSd,exterior_1st_d_Wd Sdng,exterior_1st_d_WdShing,exterior_2nd_d_AsbShng,exterior_2nd_d_AsphShn,exterior_2nd_d_BrkComm,exterior_2nd_d_BrkFace,exterior_2nd_d_CBlock,exterior_2nd_d_CemntBd,exterior_2nd_d_HdBoard,exterior_2nd_d_ImStucc,exterior_2nd_d_MetalSd,exterior_2nd_d_Plywood,exterior_2nd_d_Stone,exterior_2nd_d_Stucco,exterior_2nd_d_VinylSd,exterior_2nd_d_Wd Sdng,exterior_2nd_d_WdShing,condition_1_d_Artery,condition_1_d_Feedr,condition_1_d_Norm,condition_1_d_PosA,condition_1_d_PosN,condition_1_d_RRAe,condition_1_d_RRAn,condition_1_d_RRNe,condition_1_d_RRNn,condition_2_d_Artery,condition_2_d_Feedr,condition_2_d_Norm,condition_2_d_PosA,condition_2_d_PosN,condition_2_d_RRAe,condition_2_d_RRAn,condition_2_d_RRNn,exterior_1st_d_PreCast,exterior_2nd_d_Other,exterior_2nd_d_PreCast,mas_vnr_type_d_BrkComm,mas_vnr_type_d_BrkFace,mas_vnr_type_d_None,mas_vnr_type_d_Stone,roof_style_d_Flat,roof_style_d_Gable,roof_style_d_Gambrel,roof_style_d_Hip,roof_style_d_Mansard,roof_style_d_Shed,roof_matl_d_CompShg,roof_matl_d_Membran,roof_matl_d_Tar&Grv,roof_matl_d_WdShake,roof_matl_d_WdShngl,neighborhood_d_Blmngtn,neighborhood_d_Blueste,neighborhood_d_BrDale,neighborhood_d_BrkSide,neighborhood_d_ClearCr,neighborhood_d_CollgCr,neighborhood_d_Crawfor,neighborhood_d_Edwards,neighborhood_d_Gilbert,neighborhood_d_Greens,neighborhood_d_GrnHill,neighborhood_d_IDOTRR,neighborhood_d_Landmrk,neighborhood_d_MeadowV,neighborhood_d_Mitchel,neighborhood_d_NAmes,neighborhood_d_NPkVill,neighborhood_d_NWAmes,neighborhood_d_NoRidge,neighborhood_d_NridgHt,neighborhood_d_OldTown,neighborhood_d_SWISU,neighborhood_d_Sawyer,neighborhood_d_SawyerW,neighborhood_d_Somerst,neighborhood_d_StoneBr,neighborhood_d_Timber,neighborhood_d_Veenker
1482,876,907290070,20,RL,70.0,9100,1,NA,0,0,0,Inside,0,CollgCr,1,1,3,2,7,5,2001,2001,2,1,4,4,0,0.0,4,3,3,4,TA,1,Unf,0.0,Unf,0.0,1212.0,1212.0,GasA,5,1,SBrkr,1212,0,0,1212,0.0,0.0,2,0,3,1,4,6,Typ,0,0,6,2001.0,2,2.0,573.0,3,3,2,356,0,0,0,0,0,0,0,NA,0,6,2009,-4,178000,8,8,1504,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,2536,534201280,20,RL,70.0,8400,1,NA,0,0,0,Inside,0,NAmes,-2,1,3,2,5,5,1968,1968,2,1,-1,-1,1,168.0,3,3,-2,3,TA,3,BLQ,1016.0,Unf,0.0,36.0,1052.0,GasA,4,1,SBrkr,1052,0,0,1052,1.0,0.0,1,1,3,1,3,5,Typ,0,0,6,1968.0,2,1.0,288.0,3,3,2,356,0,0,0,0,0,0,2,NA,0,11,2006,-4,138500,38,38,1505,38.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1484,1821,532354060,20,RL,70.0,7420,1,NA,0,0,0,Inside,0,Sawyer,1,1,3,2,5,5,1962,1962,2,1,3,3,0,0.0,3,3,-2,3,TA,1,Rec,417.0,Unf,0.0,640.0,1057.0,GasA,3,1,SBrkr,1057,0,0,1057,0.0,0.0,1,0,3,1,3,6,Typ,0,0,0,1977.0,3,2.0,576.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,4,2007,-4,132000,45,45,1506,30.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1485,2743,905452150,50,RL,75.0,9525,1,NA,0,0,0,Inside,0,Edwards,1,1,3,4,6,5,1953,1953,2,1,3,3,0,0.0,3,3,-2,3,TA,1,LwQ,468.0,Unf,0.0,532.0,1000.0,GasA,3,1,SBrkr,1068,541,0,1609,0.0,0.0,1,1,5,1,3,7,Typ,0,0,6,1953.0,1,1.0,305.0,2,3,2,0,0,0,0,0,0,0,0,NA,0,7,2006,-4,149900,53,53,1507,53.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,1329,903204010,50,RM,0.0,7425,1,NA,-1,-1,0,Corner,0,BrkSide,-1,-2,3,4,7,7,1945,1950,2,1,2,2,0,0.0,3,3,-2,3,Fa,1,Unf,0.0,Unf,0.0,672.0,672.0,GasA,4,1,SBrkr,1195,473,0,1668,0.0,0.0,1,1,3,1,4,8,Typ,0,0,6,1945.0,1,1.0,252.0,3,3,2,210,0,0,0,0,0,0,0,NA,0,8,2008,-4,108000,63,58,1508,63.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,1451,907203090,20,RL,88.0,7990,1,NA,-1,0,0,Inside,0,CollgCr,1,1,3,2,5,6,1975,1975,2,1,-1,-1,0,0.0,3,3,-2,4,TA,1,Unf,0.0,Unf,0.0,924.0,924.0,GasA,3,1,SBrkr,924,0,0,924,0.0,0.0,1,0,3,1,3,5,Typ,0,0,0,1981.0,1,1.0,280.0,3,3,2,0,0,0,0,0,0,0,3,NA,0,4,2008,-4,110000,33,33,1509,27.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,936,909451180,160,RM,24.0,1300,1,NA,0,0,0,Inside,0,Blueste,1,1,2,5,6,6,1980,1980,2,1,3,3,0,0.0,3,3,-2,4,TA,1,ALQ,285.0,Unf,0.0,276.0,561.0,GasA,3,1,SBrkr,561,668,0,1229,0.0,0.0,1,1,2,1,3,5,Typ,1,3,6,1980.0,3,2.0,462.0,3,3,2,150,0,0,0,0,0,0,4,NA,0,5,2009,-4,124000,29,29,1510,29.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,1948,535376010,45,RL,55.0,5500,1,NA,0,0,0,Inside,0,OldTown,1,1,3,3,4,6,1956,1956,2,1,3,3,0,0.0,3,3,-2,3,TA,1,Unf,0.0,Unf,0.0,882.0,882.0,GasA,5,1,SBrkr,882,0,0,882,0.0,0.0,1,0,1,1,3,4,Typ,0,0,0,,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,3,NA,0,4,2007,-4,103200,51,51,1511,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1490,1839,533208020,120,FV,40.0,3606,1,Pave,0,0,0,Inside,0,Somerst,1,1,2,2,7,5,2006,2007,2,1,4,4,0,0.0,4,3,3,5,Gd,1,GLQ,937.0,Unf,0.0,415.0,1352.0,GasA,5,1,SBrkr,1352,0,0,1352,1.0,0.0,2,0,2,1,4,5,Typ,1,4,6,2006.0,2,2.0,466.0,3,3,2,0,241,0,0,0,0,0,0,NA,0,8,2007,4,194000,1,0,1512,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1491,2057,905104170,20,RL,0.0,8978,1,NA,-1,0,0,Corner,0,Sawyer,1,1,3,2,5,5,1968,1968,2,1,-1,-1,0,0.0,3,3,3,3,TA,1,Unf,0.0,Unf,0.0,948.0,948.0,GasA,3,1,SBrkr,948,0,0,948,0.0,0.0,1,0,3,1,3,6,Typ,0,0,6,1968.0,1,1.0,300.0,3,3,2,147,0,0,0,0,0,0,0,NA,0,5,2007,-4,108000,39,39,1513,39.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1492,558,532354230,20,RL,0.0,9079,1,NA,-1,0,0,Inside,0,Sawyer,1,1,3,2,5,5,1961,1961,2,1,2,-1,0,0.0,3,3,-2,3,TA,1,BLQ,864.0,Unf,0.0,0.0,864.0,GasA,3,1,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,3,5,Typ,0,0,6,1961.0,1,1.0,440.0,3,3,2,158,0,0,0,0,0,0,0,NA,0,7,2009,-4,122000,48,48,1514,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1493,2731,905351045,150,RL,0.0,1700,1,NA,0,-2,0,Inside,0,ClearCr,1,1,0,4,7,5,1980,1981,2,1,4,4,0,0.0,4,3,3,4,TA,2,GLQ,397.0,Unf,0.0,33.0,430.0,GasA,3,1,SBrkr,880,680,140,1700,1.0,0.0,2,1,2,1,4,7,Typ,0,0,3,1980.0,3,1.0,450.0,4,3,2,188,36,0,0,200,0,0,0,NA,0,4,2006,-4,148400,26,25,1515,26.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,791,905451340,20,RL,68.0,9571,1,NA,0,0,0,Inside,0,Edwards,1,1,3,2,5,3,1958,1958,2,1,1,1,0,0.0,3,2,-2,3,Fa,1,Unf,0.0,Unf,0.0,1276.0,1276.0,GasA,3,1,FuseA,1276,0,0,1276,0.0,0.0,1,0,3,1,3,5,Mod,0,0,6,1958.0,1,1.0,350.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,6,2009,-3,60000,51,51,1516,51.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,1421,906223110,20,RL,80.0,9938,1,NA,0,0,0,Inside,0,SawyerW,1,1,3,2,7,5,1994,1994,2,1,-1,-1,1,251.0,4,3,3,4,TA,1,GLQ,1271.0,Unf,0.0,331.0,1602.0,GasA,5,1,SBrkr,1626,0,0,1626,1.0,0.0,2,1,3,1,4,7,Typ,1,3,6,1994.0,2,2.0,534.0,3,3,2,424,40,0,0,0,0,0,0,NA,0,4,2008,-4,226500,14,14,1517,14.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1496,2881,911175430,20,C (all),50.0,9000,1,NA,0,0,0,Inside,0,IDOTRR,1,1,3,2,2,3,1949,1950,2,1,-2,-2,0,0.0,3,3,-2,3,TA,3,BLQ,50.0,Unf,0.0,430.0,480.0,GasA,3,0,FuseA,480,0,0,480,1.0,0.0,0,0,1,1,3,4,Typ,0,0,0,1958.0,1,1.0,308.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,10,2006,-4,35311,57,56,1518,48.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,2820,908103310,90,RL,38.0,7840,1,NA,-1,0,0,CulDSac,0,Edwards,1,1,1,0,6,5,1975,1975,0,-1,-1,2,1,355.0,3,3,-2,4,TA,4,GLQ,976.0,Unf,0.0,0.0,976.0,GasA,3,1,SBrkr,1012,0,0,1012,0.0,2.0,2,0,4,0,3,4,Typ,0,0,0,,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,NA,0,10,2006,-4,127500,31,31,1519,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,1609,923426010,20,RL,74.0,12395,1,NA,0,0,0,Corner,0,Mitchel,1,1,3,2,5,6,1984,1984,2,1,-1,-1,0,0.0,3,3,-2,3,TA,1,ALQ,647.0,Unf,0.0,217.0,864.0,GasA,3,1,SBrkr,889,0,0,889,0.0,0.0,1,0,3,1,3,6,Typ,0,0,6,1984.0,1,2.0,484.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,4,2008,-4,137500,24,24,1520,24.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,1495,908151040,80,RL,0.0,9638,1,NA,-1,0,0,CulDSac,0,Edwards,1,1,3,1,6,6,1977,1977,2,1,-1,-1,0,0.0,3,3,-2,3,TA,3,ALQ,368.0,Rec,120.0,541.0,1029.0,GasA,3,1,SBrkr,1117,0,0,1117,1.0,0.0,1,0,3,1,3,6,Typ,1,2,6,1977.0,2,2.0,542.0,3,3,2,292,0,0,0,0,0,0,0,NA,0,11,2008,-4,147000,31,31,1521,31.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
